Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2015,12,30,23:20:56,0.0229,123.8194,143.1,4.6,"44km SSW of Molibagu, Indonesia",1451517656
2015,12,30,21:17:11,-6.2051,150.0761,35,4.3,"58km E of Kandrian, Papua New Guinea",1451510231
2015,12,30,16:46:35,-3.6526,152.2741,451.5,4.2,"17km W of Namatanai, Papua New Guinea",1451493995
2015,12,30,14:46:47,-5.9568,154.9611,184.6,4.5,"69km WNW of Arawa, Papua New Guinea",1451486807
2015,12,30,13:59:47,-2.0577,100.6579,79.3,4.2,"78km S of Painan, Indonesia",1451483987
2015,12,30,10:46:44,19.3214,121.1273,28.6,4.5,"78km N of Namuac, Philippines",1451472404
2015,12,30,10:17:25,15.3698,145.8288,130.5,4.3,"19km NNE of Saipan, Northern Mariana Islands",1451470645
2015,12,30,00:31:43,-6.2962,149.1826,54.4,4.4,"41km WSW of Kandrian, Papua New Guinea",1451435503
2015,12,29,21:08:17,-14.9135,167.5037,127.5,4.4,"51km ENE of Port-Olry, Vanuatu",1451423297
2015,12,29,17:38:22,-10.033,114.2023,33.4,4.7,"159km S of Sidorukun, Indonesia",1451410702
2015,12,29,15:20:58,-9.2394,108.8429,35.7,4.7,"164km SSE of Citotok, Indonesia",1451402458
2015,12,29,12:50:43,-5.6871,147.6227,160.7,4.4,"104km NNW of Finschhafen, Papua New Guinea",1451393443
2015,12,29,12:19:41,-9.2315,108.8631,35.2,4.6,"163km SSE of Sindangsari, Indonesia",1451391581
2015,12,29,11:38:36,-4.7417,153.037,58.1,4.5,"30km S of Taron, Papua New Guinea",1451389116
2015,12,29,11:29:25,-11.6276,118.8954,31.7,4.5,"208km SW of Tawui, Indonesia",1451388565
2015,12,29,09:44:03,12.0551,140.449,35.4,4.6,"253km N of Fais, Micronesia",1451382243
2015,12,29,08:20:46,-5.8568,151.8991,38.3,4.2,"171km SSW of Kokopo, Papua New Guinea",1451377246
2015,12,29,07:32:21,2.3964,96.3353,33.3,4.4,"10km SSW of Sinabang, Indonesia",1451374341
2015,12,29,03:37:15,-5.8208,156.7391,13.8,4.4,"93km NNE of Chirovanga, Solomon Islands",1451360235
2015,12,29,01:51:41,-6.2452,154.7595,30,5.8,"80km W of Panguna, Papua New Guinea",1451353901
2015,12,28,17:31:15,1.8197,127.265,126.4,4.6,"83km W of Tobelo, Indonesia",1451323875
2015,12,28,16:26:04,-3.7458,128.3613,50.7,5.2,"17km SE of Passo, Indonesia",1451319964
2015,12,28,15:57:16,11.8703,141.9074,83.8,4.5,"277km NNE of Fais, Micronesia",1451318236
2015,12,28,15:56:37,-5.3681,151.999,32.4,4.4,"116km SSW of Kokopo, Papua New Guinea",1451318197
2015,12,28,15:52:03,-2.527,139.3365,10,4.1,"139km W of Abepura, Indonesia",1451317923
2015,12,28,14:39:31,-5.1972,152.7971,35,5.1,"84km SSW of Taron, Papua New Guinea",1451313571
2015,12,28,14:20:30,-17.9549,168.58,106.6,4.6,"36km SE of Port-Vila, Vanuatu",1451312430
2015,12,28,13:06:05,-5.7261,130.2141,151.7,4.3,"274km NNW of Saumlaki, Indonesia",1451307965
2015,12,28,01:31:17,6.1523,126.2288,31.1,4.6,"23km SSE of Pondaguitan, Philippines",1451266277
2015,12,27,22:17:03,4.4977,126.1302,116.5,4.5,"124km SE of Sarangani, Philippines",1451254623
2015,12,27,17:31:11,-6.0825,152.4732,39.2,4.5,"189km SSW of Taron, Papua New Guinea",1451237471
2015,12,27,17:05:27,2.836,128.6967,225,4.1,"144km NNE of Tobelo, Indonesia",1451235927
2015,12,27,16:50:00,-9.1091,158.3151,10,4.9,"141km SW of Dadali, Solomon Islands",1451235000
2015,12,27,16:43:25,-9.0578,158.3038,10,4.2,"137km SW of Dadali, Solomon Islands",1451234605
2015,12,27,11:34:24,7.5136,91.7745,29.1,4.3,"177km WSW of Mohean, India",1451216064
2015,12,27,10:13:35,6.328,125.4488,66.1,4.6,"14km WSW of Bolila, Philippines",1451211215
2015,12,27,05:23:27,-5.8925,149.0643,110.4,4.7,"64km NW of Kandrian, Papua New Guinea",1451193807
2015,12,27,04:30:25,0.4416,97.8087,26.5,4.3,"179km SW of Sibolga, Indonesia",1451190625
2015,12,27,02:36:35,0.5214,97.6865,29.5,4.2,"181km SW of Sibolga, Indonesia",1451183795
2015,12,26,22:53:18,-12.826,169.3765,645.1,4.7,"229km ENE of Sola, Vanuatu",1451170398
2015,12,26,22:43:55,-12.8118,169.3798,645.8,4.4,"230km ENE of Sola, Vanuatu",1451169835
2015,12,26,22:11:17,9.9678,126.0264,58.3,5.2,"2km ENE of San Benito, Philippines",1451167877
2015,12,26,19:24:48,-13.6177,169.7443,10,4.6,"239km E of Sola, Vanuatu",1451157888
2015,12,26,19:17:26,-12.9424,168.9454,623.7,4.5,"183km NE of Sola, Vanuatu",1451157446
2015,12,26,16:03:14,-13.7122,169.8214,10,4.7,"246km E of Sola, Vanuatu",1451145794
2015,12,26,15:46:38,18.9907,145.5746,207.2,4.3,"26km NNW of Agrihan, Northern Mariana Islands",1451144798
2015,12,26,12:33:12,-8.883,119.041,108.9,4.1,"29km S of Lanta Timur, Indonesia",1451133192
2015,12,26,10:16:54,-5.7361,102.5603,19.4,4.4,"154km WSW of Kuripan, Indonesia",1451125014
2015,12,26,10:05:06,3.5796,126.7734,54.4,4.2,"246km NNW of Tobelo, Indonesia",1451124306
2015,12,26,06:44:41,-7.1303,129.1725,162.2,4.9,"253km WNW of Saumlaki, Indonesia",1451112281
2015,12,26,05:35:14,-9.1079,158.2931,10,4.6,"142km SW of Dadali, Solomon Islands",1451108114
2015,12,26,03:31:37,5.7701,126.144,105.7,4.5,"57km ESE of Culaman, Philippines",1451100697
2015,12,26,01:06:22,-6.4403,147.5322,73.7,4.3,"41km WNW of Finschhafen, Papua New Guinea",1451091982
2015,12,26,00:29:16,5.261,125.7709,89.4,4.6,"37km ESE of Sarangani, Philippines",1451089756
2015,12,25,21:41:00,5.2557,125.7618,51.8,4.9,"36km ESE of Sarangani, Philippines",1451079660
2015,12,25,19:18:25,-6.3138,147.5562,54.1,4.3,"47km NW of Finschhafen, Papua New Guinea",1451071105
2015,12,25,15:48:07,-6.5232,129.943,151.4,4.2,"218km NW of Saumlaki, Indonesia",1451058487
2015,12,25,14:42:28,-6.7192,130.0137,145.4,4.1,"198km NW of Saumlaki, Indonesia",1451054548
2015,12,25,14:02:21,-6.0135,129.4808,41.1,4.8,"285km SSE of Saparua, Indonesia",1451052141
2015,12,25,11:54:05,-4.2043,129.5606,10,4.1,"119km SE of Amahai, Indonesia",1451044445
2015,12,25,10:30:44,-5.0479,101.6261,35,4.3,"155km SSW of Bengkulu, Indonesia",1451039444
2015,12,25,10:01:27,-4.0774,129.4978,10,4.2,"104km SE of Amahai, Indonesia",1451037687
2015,12,25,08:55:08,-5.432,152.4536,34,4.7,"121km S of Kokopo, Papua New Guinea",1451033708
2015,12,25,08:37:55,-4.5101,153.0076,72.8,4.4,"5km SSW of Taron, Papua New Guinea",1451032675
2015,12,25,07:43:50,-15.2792,167.5545,121.4,5.1,"50km NE of Luganville, Vanuatu",1451029430
2015,12,25,05:14:42,6.7295,126.5013,67.5,4.6,"24km SE of Bobon, Philippines",1451020482
2015,12,25,05:00:13,3.606,117.5707,10,4.6,"34km NNW of Tarakan, Indonesia",1451019613
2015,12,25,00:32:59,-1.2565,120.0088,84.2,4.2,"43km SSE of Palu, Indonesia",1451003579
2015,12,24,23:10:58,-7.2182,128.9775,119,5.8,"270km WNW of Saumlaki, Indonesia",1450998658
2015,12,24,22:25:48,1.6139,127.2093,126.9,4.9,"89km W of Tobelo, Indonesia",1450995948
2015,12,24,21:23:15,-3.6508,151.4841,11.3,4.1,"97km NW of Rabaul, Papua New Guinea",1450992195
2015,12,24,20:51:49,-3.7443,151.4638,6.9,4.4,"93km WNW of Rabaul, Papua New Guinea",1450990309
2015,12,24,20:18:42,-3.6726,151.3213,10,5.1,"110km WNW of Rabaul, Papua New Guinea",1450988322
2015,12,24,16:13:23,-4.3453,129.6024,10,4.5,"135km SE of Amahai, Indonesia",1450973603
2015,12,24,12:30:35,-8.1633,125.3645,10,4.5,"49km NNW of Dili, East Timor",1450960235
2015,12,24,06:37:41,-5.7713,146.916,36.2,4.5,"105km N of Lae, Papua New Guinea",1450939061
2015,12,24,06:24:44,-4.361,129.5392,10,4.3,"131km SE of Saparua, Indonesia",1450938284
2015,12,24,06:03:36,-4.4282,129.479,10,4.6,"132km SE of Saparua, Indonesia",1450937016
2015,12,24,05:38:43,-4.2035,129.5424,20.9,4.6,"118km SE of Amahai, Indonesia",1450935523
2015,12,24,05:11:56,-5.1199,129.8466,10.6,4.5,"216km SE of Saparua, Indonesia",1450933916
2015,12,24,02:16:44,-6.6935,131.0388,92.9,4.1,"142km NNW of Saumlaki, Indonesia",1450923404
2015,12,23,21:39:01,-7.3964,125.7648,23.9,4.8,"130km N of Dili, East Timor",1450906741
2015,12,23,19:08:17,-14.6826,167.1998,92.4,4.3,"43km NNE of Port-Olry, Vanuatu",1450897697
2015,12,23,18:17:54,-8.8842,105.5475,33,4.6,"170km N of Flying Fish Cove, Christmas Island",1450894674
2015,12,23,16:45:40,-6.3746,152.2824,15.4,4.7,"223km S of Kokopo, Papua New Guinea",1450889140
2015,12,23,15:36:53,-21.0307,168.2896,9.3,5.1,"71km NE of Tadine, New Caledonia",1450885013
2015,12,23,10:08:49,-6.8707,155.0527,34.1,5,"77km SW of Panguna, Papua New Guinea",1450865329
2015,12,23,08:24:24,2.5302,96.7188,40.2,4.5,"38km E of Sinabang, Indonesia",1450859064
2015,12,23,03:08:51,11.3551,125.3802,102.6,4.3,"15km SW of Cabay, Philippines",1450840131
2015,12,23,02:04:47,0.0835,123.2042,140.9,4,"32km S of Bilungala, Indonesia",1450836287
2015,12,23,01:19:15,-6.8706,155.8185,43.5,4.1,"71km SSE of Panguna, Papua New Guinea",1450833555
2015,12,23,00:04:36,-2.1881,138.6814,35.1,4.2,"217km WNW of Abepura, Indonesia",1450829076
2015,12,22,23:16:16,16.6595,147.5336,36.7,4.4,"202km E of Anatahan, Northern Mariana Islands",1450826176
2015,12,22,22:23:51,-17.8693,167.2944,10,4.3,"109km W of Port-Vila, Vanuatu",1450823031
2015,12,22,19:17:19,18.6665,145.567,197.2,4.7,"15km SW of Agrihan, Northern Mariana Islands",1450811839
2015,12,22,19:07:00,-15.489,167.7239,123.8,4.8,"59km E of Luganville, Vanuatu",1450811220
2015,12,22,18:42:17,-6.1647,130.1348,162.8,4.1,"236km NNW of Saumlaki, Indonesia",1450809737
2015,12,22,15:48:27,-5.3576,129.6391,250,4.3,"226km SSE of Saparua, Indonesia",1450799307
2015,12,22,15:23:20,-6.3585,130.1824,153.5,4.2,"216km NW of Saumlaki, Indonesia",1450797800
2015,12,22,13:50:05,-5.2193,118.9669,15.6,4.6,"45km WNW of Galesong, Indonesia",1450792205
2015,12,22,10:06:54,-7.7705,130.1344,46.7,4.7,"131km W of Saumlaki, Indonesia",1450778814
2015,12,22,02:27:14,-18.6951,169.2749,259.2,4.3,"94km N of Isangel, Vanuatu",1450751234
2015,12,22,00:18:37,3.5496,117.6519,10,4.9,"27km N of Tarakan, Indonesia",1450743517
2015,12,22,00:15:47,5.7766,124.453,60,4.6,"29km S of Maitum, Philippines",1450743347
2015,12,22,00:01:56,3.604,117.6791,10,4.5,"33km N of Tarakan, Indonesia",1450742516
2015,12,21,23:40:47,-4.6767,129.5578,163.2,4.6,"158km SE of Saparua, Indonesia",1450741247
2015,12,21,18:55:12,-4.4541,144.221,59.1,4.8,"46km SSE of Angoram, Papua New Guinea",1450724112
2015,12,21,15:44:04,-4.4354,151.9782,162,5.7,"32km WSW of Kokopo, Papua New Guinea",1450712644
2015,12,21,12:45:15,1.2272,121.0082,50.1,4.7,"29km NE of Tolitoli, Indonesia",1450701915
2015,12,21,11:25:01,4.5321,123.4402,520.2,4.1,"202km SSW of Malisbeng, Philippines",1450697101
2015,12,21,04:46:46,14.1243,121.5806,35,4.4,"2km ENE of Lucban, Philippines",1450673206
2015,12,21,04:42:33,-20.2513,168.8127,38.9,4.3,"91km SSW of Isangel, Vanuatu",1450672953
2015,12,21,00:30:24,-7.3588,129.3036,140.8,4.2,"231km WNW of Saumlaki, Indonesia",1450657824
2015,12,20,22:34:46,1.6885,126.8064,58.7,4.1,"117km NNW of Kota Ternate, Indonesia",1450650886
2015,12,20,22:04:34,-6.2785,154.6759,52.9,5,"89km W of Panguna, Papua New Guinea",1450649074
2015,12,20,21:38:38,3.6698,117.6292,10,4.6,"40km N of Tarakan, Indonesia",1450647518
2015,12,20,20:53:36,2.5852,127.0021,40.8,4.7,"146km NW of Tobelo, Indonesia",1450644816
2015,12,20,20:42:29,-6.9364,129.2981,138.4,4.6,"249km WNW of Saumlaki, Indonesia",1450644149
2015,12,20,19:30:06,3.3691,117.5027,10,4.3,"16km WNW of Tarakan, Indonesia",1450639806
2015,12,20,19:13:51,5.9289,126.1694,121.3,4,"47km S of Pondaguitan, Philippines",1450638831
2015,12,20,19:03:33,3.4712,117.5844,10,4.4,"19km NNW of Tarakan, Indonesia",1450638213
2015,12,20,19:02:09,3.3295,117.5841,10,4.5,"6km WNW of Tarakan, Indonesia",1450638129
2015,12,20,18:47:36,3.6455,117.6359,14,6.1,"38km N of Tarakan, Indonesia",1450637256
2015,12,20,16:59:03,11.3043,139.6754,10,4.4,"193km NNW of Fais, Micronesia",1450630743
2015,12,20,15:44:20,-11.0407,163.2097,40.6,4.6,"155km ESE of Kirakira, Solomon Islands",1450626260
2015,12,20,14:26:53,2.6466,127.0601,42.3,4.7,"146km NW of Tobelo, Indonesia",1450621613
2015,12,20,13:05:59,-10.9754,163.2347,23.7,4.7,"154km ESE of Kirakira, Solomon Islands",1450616759
2015,12,20,12:08:27,-4.1294,129.429,10,4.1,"104km SSE of Amahai, Indonesia",1450613307
2015,12,20,09:28:51,12.8596,124.3748,111.1,5.2,"19km N of Biri, Philippines",1450603731
2015,12,20,06:51:10,-15.4429,167.4922,118.1,4.4,"36km ENE of Luganville, Vanuatu",1450594270
2015,12,20,02:48:02,2.5824,95.9152,24.2,4.8,"52km WNW of Sinabang, Indonesia",1450579682
2015,12,20,01:08:36,-1.4907,100.5029,68.1,4.5,"17km SSW of Painan, Indonesia",1450573716
2015,12,20,00:39:15,-6.1617,122.3584,10,4.3,"81km SSW of Baubau, Indonesia",1450571955
2015,12,20,00:08:57,-8.8764,105.0141,10,4.4,"185km NNW of Flying Fish Cove, Christmas Island",1450570137
2015,12,19,23:30:15,6.5745,125.9422,76.5,4.3,"16km WSW of Sigaboy, Philippines",1450567815
2015,12,19,22:37:59,-8.2498,125.0635,10,4.6,"65km WNW of Dili, East Timor",1450564679
2015,12,19,21:38:34,-13.6376,166.8376,23.6,4.3,"81km WNW of Sola, Vanuatu",1450561114
2015,12,19,19:00:48,2.6487,95.6843,28.8,4.4,"79km WNW of Sinabang, Indonesia",1450551648
2015,12,19,17:05:28,-9.1292,109.8631,50.4,4.6,"138km SSW of Bambanglipuro, Indonesia",1450544728
2015,12,19,15:27:04,-5.6407,152.2879,42.1,4.9,"142km S of Kokopo, Papua New Guinea",1450538824
2015,12,19,15:03:36,-8.3684,107.0225,27,5.7,"100km SSW of Cigarogol, Indonesia",1450537416
2015,12,19,12:52:50,-6.0314,151.5538,25.2,4.5,"165km ESE of Kimbe, Papua New Guinea",1450529570
2015,12,19,12:29:32,-14.4008,167.2621,78.2,4.5,"65km SSW of Sola, Vanuatu",1450528172
2015,12,19,10:17:18,-9.8178,119.1916,76.1,4.1,"13km SSW of Hodi, Indonesia",1450520238
2015,12,19,09:38:53,18.4634,119.6044,10,4.7,"102km W of Davila, Philippines",1450517933
2015,12,19,08:42:24,-4.2079,129.5126,10,4.5,"117km SE of Amahai, Indonesia",1450514544
2015,12,19,07:03:24,-5.6089,147.2736,194.6,4.7,"127km NNE of Lae, Papua New Guinea",1450508604
2015,12,19,03:09:59,-13.3282,166.7762,10,4.4,"103km NW of Sola, Vanuatu",1450494599
2015,12,19,02:54:46,-18.5015,169.3056,10,4.6,"116km N of Isangel, Vanuatu",1450493686
2015,12,19,02:48:46,-18.2044,169.3766,10,4.4,"123km ESE of Port-Vila, Vanuatu",1450493326
2015,12,19,02:43:40,-18.2511,169.2844,10,4.7,"116km ESE of Port-Vila, Vanuatu",1450493020
2015,12,19,02:41:38,-18.2976,169.2346,10,4.3,"115km ESE of Port-Vila, Vanuatu",1450492898
2015,12,19,02:24:54,-3.964,129.3004,62.3,4.1,"81km SSE of Amahai, Indonesia",1450491894
2015,12,19,02:10:53,-18.3819,169.3857,10,6,"129km N of Isangel, Vanuatu",1450491053
2015,12,19,00:42:07,1.8837,90.9476,10,4.8,"North Indian Ocean",1450485727
2015,12,18,19:25:07,-6.5337,152.4515,10,4.2,"237km SSW of Taron, Papua New Guinea",1450466707
2015,12,18,19:17:53,-5.5328,150.2365,118.3,4.2,"10km E of Kimbe, Papua New Guinea",1450466273
2015,12,18,19:00:42,-7.4147,129.0189,146.3,4.6,"260km WNW of Saumlaki, Indonesia",1450465242
2015,12,18,18:50:35,-14.8478,166.0356,10.6,4.3,"111km WNW of Port-Olry, Vanuatu",1450464635
2015,12,18,18:47:26,-6.589,155.0224,55.9,4.3,"59km WSW of Panguna, Papua New Guinea",1450464446
2015,12,18,06:47:31,13.1438,144.1026,125.1,4.6,"62km WSW of Merizo Village, Guam",1450421251
2015,12,18,06:16:14,-4.6515,152.6995,62,4.4,"42km WSW of Taron, Papua New Guinea",1450419374
2015,12,18,06:10:26,-9.6322,112.9668,40.9,4.2,"138km SSE of Krajan Tambakrejo, Indonesia",1450419026
2015,12,18,03:39:10,4.4156,125.9686,139.3,4.5,"122km SSE of Sarangani, Philippines",1450409950
2015,12,18,01:05:35,-6.35,129.4669,28.6,4.1,"270km NW of Saumlaki, Indonesia",1450400735
2015,12,17,16:42:57,8.3257,92.0565,30.7,4.2,"144km WNW of Mohean, India",1450370577
2015,12,17,12:44:03,17.7537,120.5815,69.7,5.3,"9km NW of Danglas, Philippines",1450356243
2015,12,17,06:36:22,-16.8611,175.2905,42.2,4.4,"246km WNW of Lautoka, Fiji",1450334182
2015,12,17,05:11:45,-11.6136,121.3035,11.2,4.3,"174km SSE of Umakadambung, Indonesia",1450329105
2015,12,17,03:13:24,-8.0063,158.713,40.1,4.3,"35km W of Dadali, Solomon Islands",1450322004
2015,12,17,03:04:44,9.4948,93.7925,55.4,4.6,"176km NNE of Mohean, India",1450321484
2015,12,17,01:20:47,-4.5483,152.131,147.5,4.2,"26km SW of Kokopo, Papua New Guinea",1450315247
