Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2016,12,30,21:08:34,13.3141,145.9761,10,4.9,"119km ESE of Yigo Mayor's Office, Guam",1483132114
2016,12,30,19:48:39,-5.4098,153.0461,19.1,5,"104km S of Taron, Papua New Guinea",1483127319
2016,12,30,19:16:09,-5.0199,152.4766,10,4.4,"77km SSE of Kokopo, Papua New Guinea",1483125369
2016,12,30,18:47:45,-12.2303,167.2556,230.9,4.4,"185km N of Sola, Vanuatu",1483123665
2016,12,30,15:01:05,9.2912,122.7357,69.4,4.1,"9km SSW of Malabugas, Philippines",1483110065
2016,12,30,11:21:48,18.4974,145.5116,214.7,4.3,"34km SSW of Agrihan, Northern Mariana Islands",1483096908
2016,12,30,08:24:53,-9.1767,123.5689,116,4.6,"51km NNW of Naisano Dua, Indonesia",1483086293
2016,12,30,07:10:05,1.7358,126.5028,42.2,5,"142km NW of Kota Ternate, Indonesia",1483081805
2016,12,30,06:41:20,-9.1597,118.7325,105.6,4.4,"45km SSE of Tolotangga, Indonesia",1483080080
2016,12,30,06:06:34,0.4049,123.7758,211.6,4.6,"23km W of Molibagu, Indonesia",1483077994
2016,12,29,22:30:19,-9.0279,118.6639,79,6.3,"29km S of Tolotangga, Indonesia",1483050619
2016,12,29,21:30:19,-21.1453,170.2591,198.3,4.9,"204km SSE of Isangel, Vanuatu",1483047019
2016,12,29,19:42:30,-10.341,161.3117,35,4.5,"67km W of Kirakira, Solomon Islands",1483040550
2016,12,29,17:33:14,-5.3851,153.0634,21.7,4.9,"101km S of Taron, Papua New Guinea",1483032794
2016,12,29,16:32:54,-6.3954,154.2694,23.7,4.6,"134km W of Panguna, Papua New Guinea",1483029174
2016,12,29,16:27:12,-10.6915,161.3504,32.9,5.1,"67km WSW of Kirakira, Solomon Islands",1483028832
2016,12,29,14:37:33,3.9723,126.7909,82.3,4.3,"216km SE of Sarangani, Philippines",1483022253
2016,12,29,13:03:35,-6.6122,153.8463,10,4.3,"184km W of Panguna, Papua New Guinea",1483016615
2016,12,29,09:08:11,-5.4395,147.0765,197.5,4.6,"142km N of Lae, Papua New Guinea",1483002491
2016,12,29,08:16:44,-4.6133,101.7366,32,4.3,"107km SSW of Bengkulu, Indonesia",1482999404
2016,12,29,05:52:03,16.7482,94.12,14.9,4.4,"65km W of Pathein, Burma",1482990723
2016,12,29,05:10:59,-10.7086,161.4298,37.3,4.4,"60km WSW of Kirakira, Solomon Islands",1482988259
2016,12,29,05:05:33,7.2815,94.4877,22.9,4.4,"149km ESE of Mohean, India",1482987933
2016,12,29,01:22:26,-4.7053,101.697,31.8,4.3,"118km SSW of Bengkulu, Indonesia",1482974546
2016,12,28,20:42:25,-5.9629,146.7478,125.3,4.7,"87km NNW of Lae, Papua New Guinea",1482957745
2016,12,28,18:28:51,-14.9659,167.5075,100.6,4.5,"50km E of Port-Olry, Vanuatu",1482949731
2016,12,28,17:31:26,-10.1826,161.7943,75.8,4.3,"33km NNW of Kirakira, Solomon Islands",1482946286
2016,12,28,14:24:24,-5.1169,144.011,102,5.4,"52km NE of Wabag, Papua New Guinea",1482935064
2016,12,28,10:43:55,10.0133,126.5579,42.3,4.5,"50km ENE of General Luna, Philippines",1482921835
2016,12,28,07:33:03,-6.0278,148.6335,73.3,4.4,"103km WNW of Kandrian, Papua New Guinea",1482910383
2016,12,28,02:39:56,-6.1072,153.6176,10,4.2,"192km SSE of Taron, Papua New Guinea",1482892796
2016,12,28,00:43:23,18.7338,145.6691,213.3,4.4,"3km S of Agrihan, Northern Mariana Islands",1482885803
2016,12,28,00:08:17,-18.2095,167.2954,10,4.5,"120km WSW of Port-Vila, Vanuatu",1482883697
