Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2020,12,30,23:03:00,5.1231,125.2581,54.1,4.6,"38 km SW of Sarangani, Philippines",1609369380
2020,12,30,21:27:32,7.6359,126.9172,53.3,4.6,"40 km E of Baganga, Philippines",1609363652
2020,12,30,20:29:33,-6.6907,127.4441,393.4,4.5,"208 km NNE of Lospalos, Timor Leste",1609360173
2020,12,30,19:36:05,-6.8738,147.6965,68.4,4.5,"38 km SSW of Finschhafen, Papua New Guinea",1609356965
2020,12,30,19:10:20,-2.3988,127.4859,16.4,4.8,"163 km NNW of Ambon, Indonesia",1609355420
2020,12,30,11:03:09,-6.7969,126.6763,423,4.5,"187 km N of Baukau, Timor Leste",1609326189
2020,12,30,01:21:55,-6.2398,130.2169,111.8,4.2,"288 km WSW of Tual, Indonesia",1609291315
2020,12,30,00:58:06,4.5266,125.7779,163.8,4.6,"103 km SSE of Sarangani, Philippines",1609289886
2020,12,29,23:20:13,5.0896,125.1577,44.3,4.3,"48 km SW of Sarangani, Philippines",1609284013
2020,12,29,19:08:47,5.2035,125.308,28.4,4.5,"28 km SW of Sarangani, Philippines",1609268927
2020,12,29,18:43:22,9.4131,124.2318,529.8,4.3,"21 km S of Valencia, Philippines",1609267402
2020,12,29,17:18:17,5.1315,125.388,54.2,4.2,"31 km SSW of Sarangani, Philippines",1609262297
2020,12,29,17:05:22,5.1959,125.2661,48.2,4.8,"31 km SW of Sarangani, Philippines",1609261522
2020,12,29,16:45:12,5.169,125.3549,35,4.5,"28 km SSW of Sarangani, Philippines",1609260312
2020,12,29,16:38:55,8.2531,127.1138,10,4.4,"75 km E of Barcelona, Philippines",1609259935
2020,12,29,16:38:08,8.7329,126.7121,46.4,4.2,"46 km E of Marihatag, Philippines",1609259888
2020,12,29,16:21:48,5.2624,125.2967,35,5.3,"24 km SW of Sarangani, Philippines",1609258908
2020,12,29,16:18:30,0.0836,124.7176,10,4.1,"Minahasa, Sulawesi, Indonesia",1609258710
2020,12,29,14:23:44,-5.4087,147.2831,182,4.1,"141 km NNW of Finschhafen, Papua New Guinea",1609251824
2020,12,29,10:12:26,-5.1098,151.3719,169.6,4.2,"130 km SW of Kokopo, Papua New Guinea",1609236746
2020,12,29,10:09:51,-10.6681,161.5988,23.4,4.7,"42 km SW of Kirakira, Solomon Islands",1609236591
2020,12,29,10:08:35,2.7743,127.2958,57.8,4.8,"140 km NW of Tobelo, Indonesia",1609236515
2020,12,29,09:23:06,-6.5165,154.6822,10,4.9,"91 km WSW of Panguna, Papua New Guinea",1609233786
2020,12,29,06:23:29,-6.4016,154.6568,22.5,5.3,"92 km W of Panguna, Papua New Guinea",1609223009
2020,12,29,06:19:04,-6.4549,154.6586,10,5,"Bougainville region, Papua New Guinea",1609222744
2020,12,29,06:13:37,-6.495,154.6909,10,5.1,"90 km WSW of Panguna, Papua New Guinea",1609222417
2020,12,29,06:06:49,-6.5692,154.8293,10,4.9,"77 km WSW of Panguna, Papua New Guinea",1609222009
2020,12,29,05:43:31,-5.0787,129.8415,198.5,4.2,"217 km SSE of Amahai, Indonesia",1609220611
2020,12,29,02:34:15,-6.714,128.1116,272.5,4.4,"234 km NNE of Lospalos, Timor Leste",1609209255
2020,12,29,01:46:24,4.8734,127.0648,35,4.5,"186 km ESE of Sarangani, Philippines",1609206384
2020,12,29,01:06:30,-6.6154,129.8357,146.8,4.3,"Banda Sea",1609203990
2020,12,29,00:37:04,-10.3569,120.274,35,4.6,"77 km S of Waingapu, Indonesia",1609202224
2020,12,29,00:04:46,6.2865,133.9231,10,4.3,"72 km SSW of Angaur State, Palau",1609200286
2020,12,29,00:00:38,18.8239,145.4611,272.1,4.2,"Pagan region, Northern Mariana Islands",1609200038
2020,12,28,23:34:07,-6.4799,155.0191,35,5,"54 km WSW of Panguna, Papua New Guinea",1609198447
2020,12,28,22:50:03,3.8572,125.4767,114.5,4.1,"170 km S of Sarangani, Philippines",1609195803
2020,12,28,21:50:20,-4.6913,153.2141,59.5,4.2,"111 km ESE of Kokopo, Papua New Guinea",1609192220
2020,12,28,20:03:26,-11.3719,166.3598,49.9,5,"94 km SE of Lata, Solomon Islands",1609185806
2020,12,28,19:56:01,-4.4331,152.9216,81.7,4.1,"73 km E of Kokopo, Papua New Guinea",1609185361
2020,12,28,13:43:32,13.9939,120.6997,154.2,4.5,"3 km W of Putol, Philippines",1609163012
2020,12,28,07:31:10,-0.2385,124.5254,44.7,5.1,"174 km S of Tomohon, Indonesia",1609140670
2020,12,28,04:46:17,4.5718,126.8416,96.3,5,"178 km ESE of Sarangani, Philippines",1609130777
2020,12,28,03:46:07,13.2406,122.592,10,4.4,"3 km S of Tala, Philippines",1609127167
2020,12,28,02:37:43,4.5923,123.6836,497,4.4,"183 km SSW of Maitum, Philippines",1609123063
2020,12,27,23:55:46,-5.5956,127.6992,402.3,4.1,"216 km SSW of Ambon, Indonesia",1609113346
2020,12,27,22:31:31,13.7534,120.7854,117.1,4.4,"11 km WNW of Bagalangit, Philippines",1609108291
2020,12,27,22:13:04,3.6842,126.401,35,4.4,"216 km SSE of Sarangani, Philippines",1609107184
2020,12,27,15:19:36,-19.0343,167.7638,10,4.4,"154 km SSW of Port-Vila, Vanuatu",1609082376
2020,12,27,15:16:26,-18.9494,167.3738,10,5.4,"167 km SW of Port-Vila, Vanuatu",1609082186
2020,12,27,11:27:47,-4.8266,153.3839,47.8,4.3,"134 km ESE of Kokopo, Papua New Guinea",1609068467
2020,12,27,06:50:44,0.3185,99.9167,34.2,4.4,"85 km NW of Bukittinggi, Indonesia",1609051844
2020,12,27,06:25:36,-18.9175,167.4456,10,4.4,"Vanuatu",1609050336
2020,12,27,05:43:50,-0.6677,146.5383,10,4.2,"171 km NNW of Lorengau, Papua New Guinea",1609047830
2020,12,27,02:39:48,-4.5021,153.2276,10,4.5,"107 km E of Kokopo, Papua New Guinea",1609036788
2020,12,27,02:32:08,-4.6093,153.2333,59.3,5.4,"111 km ESE of Kokopo, Papua New Guinea",1609036328
