Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2019,12,30,16:59:04,6.6861,94.4018,99.9,4.8,"134km NW of Sabang, Indonesia",1577725144
2019,12,30,14:07:14,18.7449,145.6279,223.2,4.3,"4km WSW of Agrihan, Northern Mariana Islands",1577714834
2019,12,30,13:18:58,6.4679,126.4134,81.7,4.2,"28km ENE of Pondaguitan, Philippines",1577711938
2019,12,30,11:56:36,-6.5115,147.0116,86.8,4.4,"23km N of Lae, Papua New Guinea",1577706996
2019,12,30,11:41:05,1.0735,97.3437,30.6,4.4,"176km WSW of Sibolga, Indonesia",1577706065
2019,12,30,11:22:28,6.6043,125.2396,10,4.2,"1km SSE of Kiblawan, Philippines",1577704948
2019,12,30,02:45:42,-11.6361,166.4093,64.4,4.3,"119km SSE of Lata, Solomon Islands",1577673942
2019,12,30,00:20:56,-5.9933,150.2277,35,4.1,"49km S of Kimbe, Papua New Guinea",1577665256
2019,12,29,22:34:31,-10.9739,162.9206,35,4.3,"123km ESE of Kirakira, Solomon Islands",1577658871
2019,12,29,21:11:09,13.6384,144.9238,127.5,3.9,"11km NNE of Yigo Village, Guam",1577653869
2019,12,29,16:24:45,-6.3273,154.9682,35,4.8,"57km W of Panguna, Papua New Guinea",1577636685
2019,12,29,14:20:37,-7.1989,129.5764,171.6,4.2,"209km WNW of Saumlaki, Indonesia",1577629237
2019,12,29,13:59:02,-5.5011,151.7733,35,5.1,"138km SSW of Kokopo, Papua New Guinea",1577627942
2019,12,29,13:53:26,4.4241,125.3342,10,4.3,"109km S of Sarangani, Philippines",1577627606
2019,12,29,13:49:57,13.5369,144.7538,105.8,4.4,"6km NNW of Tamuning-Tumon-Harmon Village, Guam",1577627397
2019,12,29,13:17:58,4.6994,125.2555,10,4.7,"81km SSW of Sarangani, Philippines",1577625478
2019,12,29,13:13:28,18.3644,145.6967,221.9,4.4,"29km NNW of Pagan, Northern Mariana Islands",1577625208
2019,12,29,13:08:55,-6.2539,130.4898,124.6,4.1,"208km NNW of Saumlaki, Indonesia",1577624935
2019,12,29,12:03:50,4.6789,125.3481,10,4.7,"81km S of Sarangani, Philippines",1577621030
2019,12,29,09:12:15,4.6867,125.3963,24,5.4,"79km S of Sarangani, Philippines",1577610735
2019,12,29,06:34:25,3.1561,123.8185,409.3,4.5,"217km NNW of Manado, Indonesia",1577601265
2019,12,29,04:55:03,-0.0873,123.0675,111.5,4.3,"54km SSW of Bilungala, Indonesia",1577595303
2019,12,28,21:18:09,12.2744,144.7815,10,4.1,"110km S of Inarajan Village, Guam",1577567889
2019,12,28,18:49:51,-21.8855,173.3494,10,4.9,"128km W of Ceva-i-Ra, Fiji",1577558991
2019,12,28,18:47:12,-22.1861,173.2985,10,4.4,"130km E of Ile Hunter, New Caledonia",1577558832
2019,12,28,18:25:44,1.4714,128.5553,55.4,5,"67km ESE of Tobelo, Indonesia",1577557544
2019,12,28,14:31:06,-13.7686,167.323,191.7,4.6,"27km WNW of Sola, Vanuatu",1577543466
2019,12,28,12:08:33,-6.4046,130.219,147.7,4.9,"209km NW of Saumlaki, Indonesia",1577534913
