Year,Month,Day,Time,Lat,Lon,Depth,Mag,Region,Timestamp
2017,12,30,21:32:38,18.558,145.76,166.6,3.8,"25km SSE of Agrihan, Northern Mariana Islands",1514669558
2017,12,30,21:06:15,21.5035,143.0546,330.3,4.2,"219km WNW of Farallon de Pajaros, Northern Mariana Islands",1514667975
2017,12,30,20:58:01,14.1033,145.4996,110.4,4.4,"32km E of Rota, Northern Mariana Islands",1514667481
2017,12,30,17:00:52,10.1101,140.1708,19.5,4.7,"53km NW of Fais, Micronesia",1514653252
2017,12,30,12:14:18,-14.9696,167.2431,85.3,4,"22km ENE of Port-Olry, Vanuatu",1514636058
2017,12,30,07:08:40,10.0405,140.0865,10,4.5,"56km WNW of Fais, Micronesia",1514617720
2017,12,30,01:24:07,10.0928,126.0759,38.6,4.8,"8km N of San Isidro, Philippines",1514597047
2017,12,30,00:57:18,-14.676,171.3049,643.5,4,"Vanuatu region",1514595438
2017,12,29,23:55:55,-5.4289,150.844,95.1,5.7,"78km E of Kimbe, Papua New Guinea",1514591755
2017,12,29,19:39:26,17.861,145.4001,277,4.6,"48km SW of Pagan, Northern Mariana Islands",1514576366
2017,12,29,19:14:30,-2.8144,101.0362,48.1,4.9,"89km SSW of Sungaipenuh, Indonesia",1514574870
2017,12,29,11:29:37,8.4361,92.415,17.1,5.1,"112km WNW of Mohean, India",1514546977
2017,12,29,09:25:55,-5.4688,104.9811,134.8,4.1,"2km WSW of Kedondong, Indonesia",1514539555
2017,12,29,08:40:26,-3.7507,152.1177,10,4.6,"36km WSW of Namatanai, Papua New Guinea",1514536826
2017,12,29,03:41:42,-3.63,151.6376,48.2,4.6,"86km NW of Rabaul, Papua New Guinea",1514518902
2017,12,28,22:46:51,18.8612,145.3006,348,4.1,"40km WNW of Agrihan, Northern Mariana Islands",1514501211
2017,12,28,21:42:47,-6.8359,155.5701,115.3,4,"58km S of Panguna, Papua New Guinea",1514497367
2017,12,28,20:23:34,22.0556,94.4044,85.4,5,"75km W of Monywa, Burma",1514492614
2017,12,28,18:52:48,19.0112,145.5063,203.5,4.6,"31km NNW of Agrihan, Northern Mariana Islands",1514487168
2017,12,28,18:01:40,4.0975,125.8253,10,4.2,"149km SSE of Sarangani, Philippines",1514484100
2017,12,28,17:20:19,4.0803,126.7919,23.8,5.7,"207km SE of Sarangani, Philippines",1514481619
2017,12,28,15:48:14,14.973,145.8914,104,4.3,"28km E of JP Tinian Town pre-WW2, Northern Mariana Islands",1514476094
2017,12,28,13:44:20,2.3933,125.8698,122.8,4.3,"129km NE of Bitung, Indonesia",1514468660
2017,12,28,13:08:01,-9.7495,112.9113,47.5,4.6,"150km S of Krajan Tambakrejo, Indonesia",1514466481
2017,12,28,11:52:19,-3.3965,127.5995,65,4.4,"57km WNW of Hila, Indonesia",1514461939
2017,12,28,08:22:40,-11.4199,165.863,10,5.1,"77km S of Lata, Solomon Islands",1514449360
2017,12,28,03:53:06,-13.7946,167.2063,189,4.3,"38km WNW of Sola, Vanuatu",1514433186
2017,12,27,23:58:03,12.0416,144.3652,18.6,5.4,"139km SSW of Merizo Village, Guam",1514419083
2017,12,27,23:34:07,5.1878,126.3384,54.8,4.5,"99km ESE of Sarangani, Philippines",1514417647
2017,12,27,20:59:13,-16.4032,168.1895,188.3,5,"88km ESE of Lakatoro, Vanuatu",1514408353
2017,12,27,18:39:09,-7.0393,125.3867,476.9,4.1,"169km N of Dili, East Timor",1514399949
2017,12,27,16:33:07,-5.9644,154.8165,161.6,4.7,"83km WNW of Panguna, Papua New Guinea",1514392387
2017,12,27,15:53:52,-2.9206,129.726,41.3,4,"100km ENE of Amahai, Indonesia",1514390032
2017,12,27,13:34:31,-6.6743,128.5767,255.8,4.6,"Banda Sea",1514381671
2017,12,27,12:46:57,1.0208,120.2968,17.8,4.3,"7km NNE of Ogotua, Indonesia",1514378817
2017,12,27,09:16:01,-10.2709,161.4488,57.6,4.1,"55km WNW of Kirakira, Solomon Islands",1514366161
2017,12,27,07:12:50,0.5059,121.1248,98.3,4.8,"49km W of Lemito, Indonesia",1514358770
2017,12,26,23:25:32,-6.8751,125.2941,532.6,4.6,"188km N of Dili, East Timor",1514330732
2017,12,26,20:18:14,-7.5823,128.581,134.9,4.5,"Kepulauan Barat Daya, Indonesia",1514319494
2017,12,26,19:14:10,-3.5533,136.9215,87.3,4.4,"75km ENE of Enarotali, Indonesia",1514315650
2017,12,26,18:52:57,19.0599,144.9211,161.7,4.2,"85km WNW of Agrihan, Northern Mariana Islands",1514314377
2017,12,26,13:57:31,1.8311,127.3453,116.4,4.5,"74km W of Tobelo, Indonesia",1514296651
2017,12,26,13:06:27,-11.3044,163.0097,52.2,4.6,"151km SE of Kirakira, Solomon Islands",1514293587
2017,12,26,12:38:26,2.464,128.3433,10,4,"89km NNE of Tobelo, Indonesia",1514291906
2017,12,26,11:30:20,14.5786,119.0202,10,4.3,"120km WSW of San Nicolas, Philippines",1514287820
2017,12,26,05:29:07,-4.3014,102.2395,53.4,4.3,"55km S of Bengkulu, Indonesia",1514266147
2017,12,26,04:12:20,16.4155,121.1921,56.7,4.5,"7km ENE of San Fernando, Philippines",1514261540
2017,12,26,03:45:11,-6.9613,129.6602,127.4,4.7,"213km WNW of Saumlaki, Indonesia",1514259911
2017,12,26,00:13:00,-11.4003,165.7853,10,4.9,"75km S of Lata, Solomon Islands",1514247180
2017,12,25,23:04:31,-6.7169,130.5671,108.7,4,"159km NNW of Saumlaki, Indonesia",1514243071
2017,12,25,17:56:06,-7.3248,161.485,21.7,5.2,"181km NNE of Auki, Solomon Islands",1514224566
2017,12,25,17:41:38,12.2511,143.8066,44.2,4.7,"146km SW of Merizo Village, Guam",1514223698
2017,12,25,16:53:29,-5.3988,148.2808,212.1,4.5,"140km NNE of Finschhafen, Papua New Guinea",1514220809
2017,12,25,15:25:49,3.1129,127.6432,96.7,4.5,"158km NNW of Tobelo, Indonesia",1514215549
2017,12,25,15:01:36,10.2761,126.0267,59.6,4.4,"28km N of Santa Monica, Philippines",1514214096
2017,12,25,14:47:21,18.6509,145.4374,186,4.4,"27km WSW of Agrihan, Northern Mariana Islands",1514213241
2017,12,25,13:11:41,-18.889,170.5061,248.7,4.4,"149km ENE of Isangel, Vanuatu",1514207501
2017,12,25,12:47:39,4.0013,126.521,34.1,5.1,"194km SE of Sarangani, Philippines",1514206059
2017,12,25,11:52:58,3.644,127.3339,17.9,4.4,"224km NNW of Tobelo, Indonesia",1514202778
2017,12,25,04:50:05,-3.6088,131.2751,35.3,4.5,"263km E of Amahai, Indonesia",1514177405
2017,12,25,03:38:14,2.5253,95.8889,30.5,4.4,"54km W of Sinabang, Indonesia",1514173094
2017,12,24,19:40:52,18.9047,145.499,284,3.9,"23km NW of Agrihan, Northern Mariana Islands",1514144452
2017,12,24,18:10:58,-7.4868,125.1966,363.1,4.2,"125km NNW of Dili, East Timor",1514139058
2017,12,24,15:42:09,-7.7717,106.3932,35,4.5,"47km SSW of Cibungur, Indonesia",1514130129
2017,12,24,14:09:22,-6.3948,152.2197,35,4.9,"225km S of Kokopo, Papua New Guinea",1514124562
2017,12,24,08:43:58,5.3341,92.5924,10,4.3,"Off the west coast of northern Sumatra",1514105038
2017,12,24,03:55:33,-13.8089,167.6677,144.5,4.2,"15km ENE of Sola, Vanuatu",1514087733
2017,12,23,23:00:16,17.9776,145.3179,397.1,4.2,"50km WSW of Pagan, Northern Mariana Islands",1514070016
2017,12,23,21:36:59,-6.2123,147.7014,66.9,4.7,"46km NNW of Finschhafen, Papua New Guinea",1514065019
2017,12,23,21:22:38,-9.1504,112.4266,51.8,4.2,"88km SSW of Krajan Tambakrejo, Indonesia",1514064158
2017,12,23,18:46:39,-14.4696,170.2683,627.1,4.4,"300km ESE of Sola, Vanuatu",1514054799
2017,12,23,16:16:00,-3.7706,151.9177,10,4.7,"54km NNW of Rabaul, Papua New Guinea",1514045760
2017,12,23,15:45:00,23.4302,94.6812,111.3,4.6,"35km SE of Mawlaik, Burma",1514043900
2017,12,23,15:30:02,-13.2414,167.1002,188.4,5,"86km NW of Sola, Vanuatu",1514043002
